Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Wellington, Greta Point Cws,01/01/2019 11:00,19.0,1,18.8,1,-,-,18.9,83,1,H
Wellington, Greta Point Cws,01/01/2019 12:00,18.9,1,18.6,1,-,-,18.7,83,1,H
Wellington, Greta Point Cws,01/01/2019 13:00,18.9,1,18.7,1,-,-,18.8,84,1,H
Wellington, Greta Point Cws,01/01/2019 14:00,18.8,1,18.5,1,-,-,18.6,85,1,H
Wellington, Greta Point Cws,01/01/2019 15:00,18.6,1,18.4,1,-,-,18.6,85,1,H
Wellington, Greta Point Cws,01/01/2019 16:00,18.5,1,18.2,1,-,-,18.4,85,1,H
Wellington, Greta Point Cws,01/01/2019 17:00,18.3,1,18.2,1,-,-,18.3,86,1,H
Wellington, Greta Point Cws,01/01/2019 18:00,18.7,1,18.3,1,-,-,18.4,85,1,H
Wellington, Greta Point Cws,01/01/2019 19:00,19.3,1,18.6,1,-,-,18.9,83,1,H
Wellington, Greta Point Cws,01/01/2019 20:00,21.3,1,19.2,1,-,-,20.6,78,1,H
Wellington, Greta Point Cws,01/01/2019 21:00,21.8,1,21.0,1,-,-,21.3,74,1,H
Wellington, Greta Point Cws,01/01/2019 22:00,22.7,1,21.8,1,-,-,22.4,71,1,H
Wellington, Greta Point Cws,01/01/2019 23:00,23.1,1,22.3,1,-,-,22.6,70,1,H
Wellington, Greta Point Cws,02/01/2019 00:00,23.6,1,22.9,1,-,-,23.2,68,1,H
Wellington, Greta Point Cws,02/01/2019 01:00,23.8,1,22.6,1,-,-,23.4,66,1,H
Wellington, Greta Point Cws,02/01/2019 02:00,22.7,1,22.0,1,-,-,22.3,71,1,H
Wellington, Greta Point Cws,02/01/2019 03:00,22.8,1,21.6,1,-,-,22.2,71,1,H
Wellington, Greta Point Cws,02/01/2019 04:00,22.2,1,21.6,1,-,-,22.0,71,1,H
Wellington, Greta Point Cws,02/01/2019 05:00,22.1,1,21.4,1,-,-,21.8,72,1,H
Wellington, Greta Point Cws,02/01/2019 06:00,21.5,1,19.8,1,-,-,20.6,76,1,H
Wellington, Greta Point Cws,02/01/2019 07:00,19.9,1,19.1,1,-,-,19.4,81,1,H
Wellington, Greta Point Cws,02/01/2019 08:00,19.3,1,18.8,1,-,-,19.1,82,1,H
Wellington, Greta Point Cws,02/01/2019 09:00,18.9,1,18.8,1,-,-,18.8,83,1,H
Wellington, Greta Point Cws,02/01/2019 10:00,18.9,1,18.7,1,-,-,18.8,84,1,H
Wellington, Greta Point Cws,02/01/2019 11:00,18.9,1,18.7,1,-,-,18.8,84,1,H
Wellington, Greta Point Cws,02/01/2019 12:00,18.9,1,18.5,1,-,-,18.7,84,1,H
Wellington, Greta Point Cws,02/01/2019 13:00,18.6,1,18.3,1,-,-,18.5,86,1,H
Wellington, Greta Point Cws,02/01/2019 14:00,18.5,1,18.1,1,-,-,18.3,86,1,H
Wellington, Greta Point Cws,02/01/2019 15:00,18.5,1,18.1,1,-,-,18.3,87,1,H
Wellington, Greta Point Cws,02/01/2019 16:00,18.6,1,18.3,1,-,-,18.4,86,1,H
Wellington, Greta Point Cws,02/01/2019 17:00,18.9,1,18.5,1,-,-,18.8,83,1,H
Wellington, Greta Point Cws,02/01/2019 18:00,19.6,1,18.6,1,-,-,19.0,83,1,H
Wellington, Greta Point Cws,02/01/2019 19:00,20.8,1,19.3,1,-,-,19.8,80,1,H
Wellington, Greta Point Cws,02/01/2019 20:00,21.9,1,20.7,1,-,-,21.4,74,1,H
Wellington, Greta Point Cws,02/01/2019 21:00,21.8,1,21.1,1,-,-,21.5,76,1,H
Wellington, Greta Point Cws,02/01/2019 22:00,23.9,1,21.0,1,-,-,22.5,73,1,H
Wellington, Greta Point Cws,02/01/2019 23:00,24.7,1,23.7,1,-,-,24.2,65,1,H
Wellington, Greta Point Cws,03/01/2019 00:00,25.3,1,23.9,1,-,-,24.4,61,1,H
Wellington, Greta Point Cws,03/01/2019 01:00,25.5,1,24.6,1,-,-,24.9,58,1,H
Wellington, Greta Point Cws,03/01/2019 02:00,24.7,1,24.1,1,-,-,24.4,60,1,H
Wellington, Greta Point Cws,03/01/2019 03:00,24.4,1,22.8,1,-,-,23.5,65,1,H
Wellington, Greta Point Cws,03/01/2019 04:00,23.5,1,22.7,1,-,-,23.0,66,1,H
Wellington, Greta Point Cws,03/01/2019 05:00,23.1,1,21.2,1,-,-,22.0,69,1,H
Wellington, Greta Point Cws,03/01/2019 06:00,21.3,1,19.7,1,-,-,20.3,74,1,H
Wellington, Greta Point Cws,03/01/2019 07:00,19.8,1,19.1,1,-,-,19.4,77,1,H
Wellington, Greta Point Cws,03/01/2019 08:00,19.1,1,18.6,1,-,-,18.9,77,1,H
Wellington, Greta Point Cws,03/01/2019 09:00,18.8,1,18.5,1,-,-,18.6,76,1,H
Wellington, Greta Point Cws,03/01/2019 10:00,18.6,1,18.1,1,-,-,18.4,75,1,H
Wellington, Greta Point Cws,03/01/2019 11:00,18.2,1,17.8,1,-,-,18.0,74,1,H
Wellington, Greta Point Cws,03/01/2019 12:00,17.8,1,17.3,1,-,-,17.6,76,1,H
Wellington, Greta Point Cws,03/01/2019 13:00,17.7,1,17.3,1,-,-,17.5,82,1,H
Wellington, Greta Point Cws,03/01/2019 14:00,17.3,1,16.4,1,-,-,16.7,83,1,H
Wellington, Greta Point Cws,03/01/2019 15:00,16.5,1,15.9,1,-,-,16.2,85,1,H
Wellington, Greta Point Cws,03/01/2019 16:00,16.9,1,16.2,1,-,-,16.6,85,1,H
Wellington, Greta Point Cws,03/01/2019 17:00,16.7,1,15.8,1,-,-,16.2,85,1,H
Wellington, Greta Point Cws,03/01/2019 18:00,16.4,1,15.8,1,-,-,16.0,85,1,H
Wellington, Greta Point Cws,03/01/2019 19:00,18.3,1,16.3,1,-,-,17.4,82,1,H
Wellington, Greta Point Cws,03/01/2019 20:00,22.1,1,18.3,1,-,-,19.9,72,1,H
Wellington, Greta Point Cws,03/01/2019 21:00,22.2,1,20.0,1,-,-,21.0,64,1,H
Wellington, Greta Point Cws,03/01/2019 22:00,22.3,1,21.0,1,-,-,21.8,56,1,H
Wellington, Greta Point Cws,03/01/2019 23:00,22.8,1,22.1,1,-,-,22.4,52,1,H
Wellington, Greta Point Cws,04/01/2019 00:00,23.3,1,22.4,1,-,-,22.9,54,1,H
Wellington, Greta Point Cws,04/01/2019 01:00,23.8,1,22.6,1,-,-,23.3,53,1,H
Wellington, Greta Point Cws,04/01/2019 02:00,23.7,1,22.9,1,-,-,23.2,52,1,H
Wellington, Greta Point Cws,04/01/2019 03:00,23.6,1,22.4,1,-,-,23.1,49,1,H
Wellington, Greta Point Cws,04/01/2019 04:00,22.6,1,21.3,1,-,-,22.0,45,1,H
Wellington, Greta Point Cws,04/01/2019 05:00,21.5,1,20.7,1,-,-,21.0,47,1,H
Wellington, Greta Point Cws,04/01/2019 06:00,20.8,1,19.7,1,-,-,20.4,51,1,H
Wellington, Greta Point Cws,04/01/2019 07:00,19.8,1,18.5,1,-,-,19.2,56,1,H
Wellington, Greta Point Cws,04/01/2019 08:00,18.6,1,17.5,1,-,-,18.0,68,1,H
Wellington, Greta Point Cws,04/01/2019 09:00,17.5,1,17.0,1,-,-,17.2,72,1,H
Wellington, Greta Point Cws,04/01/2019 10:00,17.3,1,15.7,1,-,-,16.4,76,1,H
Wellington, Greta Point Cws,04/01/2019 11:00,15.9,1,15.6,1,-,-,15.8,80,1,H
Wellington, Greta Point Cws,04/01/2019 12:00,15.8,1,15.3,1,-,-,15.6,79,1,H
Wellington, Greta Point Cws,04/01/2019 13:00,16.0,1,15.4,1,-,-,15.7,80,1,H
Wellington, Greta Point Cws,04/01/2019 14:00,15.6,1,15.1,1,-,-,15.2,78,1,H
Wellington, Greta Point Cws,04/01/2019 15:00,15.5,1,15.0,1,-,-,15.2,80,1,H
Wellington, Greta Point Cws,04/01/2019 16:00,15.7,1,15.3,1,-,-,15.5,80,1,H
Wellington, Greta Point Cws,04/01/2019 17:00,15.7,1,15.3,1,-,-,15.4,81,1,H
Wellington, Greta Point Cws,04/01/2019 18:00,16.3,1,15.6,1,-,-,15.8,81,1,H
Wellington, Greta Point Cws,04/01/2019 19:00,18.2,1,16.2,1,-,-,17.3,77,1,H
Wellington, Greta Point Cws,04/01/2019 20:00,20.1,1,18.1,1,-,-,19.2,72,1,H
Wellington, Greta Point Cws,04/01/2019 21:00,21.6,1,20.0,1,-,-,20.8,66,1,H
Wellington, Greta Point Cws,04/01/2019 22:00,22.1,1,21.2,1,-,-,21.7,64,1,H
Wellington, Greta Point Cws,04/01/2019 23:00,22.6,1,21.9,1,-,-,22.3,62,1,H
Wellington, Greta Point Cws,05/01/2019 00:00,22.8,1,22.0,1,-,-,22.4,61,1,H
Wellington, Greta Point Cws,05/01/2019 01:00,22.9,1,21.9,1,-,-,22.4,63,1,H
Wellington, Greta Point Cws,05/01/2019 02:00,23.1,1,22.0,1,-,-,22.6,61,1,H
Wellington, Greta Point Cws,05/01/2019 03:00,23.1,1,22.1,1,-,-,22.7,58,1,H
Wellington, Greta Point Cws,05/01/2019 04:00,22.3,1,20.0,1,-,-,21.1,66,1,H
Wellington, Greta Point Cws,05/01/2019 05:00,20.6,1,20.0,1,-,-,20.2,68,1,H
Wellington, Greta Point Cws,05/01/2019 06:00,20.1,1,18.9,1,-,-,19.7,69,1,H
Wellington, Greta Point Cws,05/01/2019 07:00,18.9,1,18.0,1,-,-,18.4,74,1,H
Wellington, Greta Point Cws,05/01/2019 08:00,18.1,1,17.7,1,-,-,17.9,76,1,H
Wellington, Greta Point Cws,05/01/2019 09:00,18.0,1,17.7,1,-,-,17.8,77,1,H
Wellington, Greta Point Cws,05/01/2019 10:00,18.0,1,17.8,1,-,-,17.8,78,1,H
Wellington, Greta Point Cws,05/01/2019 11:00,17.8,1,17.6,1,-,-,17.8,79,1,H
Wellington, Greta Point Cws,05/01/2019 12:00,17.7,1,17.5,1,-,-,17.6,80,1,H
Wellington, Greta Point Cws,05/01/2019 13:00,17.7,1,17.5,1,-,-,17.6,81,1,H
Wellington, Greta Point Cws,05/01/2019 14:00,17.8,1,17.5,1,-,-,17.6,82,1,H
Wellington, Greta Point Cws,05/01/2019 15:00,17.8,1,17.6,1,-,-,17.7,82,1,H
Wellington, Greta Point Cws,05/01/2019 16:00,17.9,1,17.6,1,-,-,17.8,83,1,H
Wellington, Greta Point Cws,05/01/2019 17:00,18.0,1,17.7,1,-,-,17.8,84,1,H
Wellington, Greta Point Cws,05/01/2019 18:00,18.5,1,17.8,1,-,-,18.1,84,1,H
Wellington, Greta Point Cws,05/01/2019 19:00,19.3,1,18.5,1,-,-,19.0,81,1,H
Wellington, Greta Point Cws,05/01/2019 20:00,19.9,1,19.2,1,-,-,19.6,79,1,H
Wellington, Greta Point Cws,05/01/2019 21:00,21.2,1,19.4,1,-,-,20.2,77,1,H
Wellington, Greta Point Cws,05/01/2019 22:00,22.8,1,21.0,1,-,-,22.1,70,1,H
Wellington, Greta Point Cws,05/01/2019 23:00,22.6,1,21.9,1,-,-,22.2,71,1,H
Wellington, Greta Point Cws,06/01/2019 00:00,23.2,1,22.1,1,-,-,22.6,71,1,H
Wellington, Greta Point Cws,06/01/2019 01:00,23.2,1,20.9,1,-,-,21.5,75,1,H
Wellington, Greta Point Cws,06/01/2019 02:00,24.0,1,21.0,1,-,-,22.2,72,1,H
Wellington, Greta Point Cws,06/01/2019 03:00,23.7,1,22.1,1,-,-,22.8,69,1,H
Wellington, Greta Point Cws,06/01/2019 04:00,23.1,1,21.6,1,-,-,22.4,70,1,H
Wellington, Greta Point Cws,06/01/2019 05:00,22.0,1,21.0,1,-,-,21.5,73,1,H
Wellington, Greta Point Cws,06/01/2019 06:00,21.9,1,20.8,1,-,-,21.5,73,1,H
Wellington, Greta Point Cws,06/01/2019 07:00,20.8,1,19.3,1,-,-,20.0,78,1,H
Wellington, Greta Point Cws,06/01/2019 08:00,19.3,1,18.7,1,-,-,19.0,82,1,H
Wellington, Greta Point Cws,06/01/2019 09:00,19.0,1,18.8,1,-,-,18.9,80,1,H
Wellington, Greta Point Cws,06/01/2019 10:00,19.2,1,18.8,1,-,-,19.0,78,1,H
Wellington, Greta Point Cws,06/01/2019 11:00,19.2,1,18.8,1,-,-,18.9,79,1,H
Wellington, Greta Point Cws,06/01/2019 12:00,19.2,1,18.8,1,-,-,19.0,78,1,H
Wellington, Greta Point Cws,06/01/2019 13:00,19.3,1,18.8,1,-,-,19.0,78,1,H
Wellington, Greta Point Cws,06/01/2019 14:00,19.1,1,18.6,1,-,-,18.8,83,1,H
Wellington, Greta Point Cws,06/01/2019 15:00,19.1,1,18.8,1,-,-,19.0,84,1,H
Wellington, Greta Point Cws,06/01/2019 16:00,19.1,1,17.3,1,-,-,17.9,84,1,H
Wellington, Greta Point Cws,06/01/2019 17:00,17.5,1,16.9,1,-,-,17.2,85,1,H
Wellington, Greta Point Cws,06/01/2019 18:00,16.9,1,16.7,1,-,-,16.8,86,1,H
Wellington, Greta Point Cws,06/01/2019 19:00,16.8,1,16.3,1,-,-,16.6,88,1,H
Wellington, Greta Point Cws,06/01/2019 20:00,16.5,1,16.2,1,-,-,16.4,91,1,H
Wellington, Greta Point Cws,06/01/2019 21:00,16.7,1,16.3,1,-,-,16.5,90,1,H
Wellington, Greta Point Cws,06/01/2019 22:00,17.4,1,16.6,1,-,-,17.0,87,1,H
Wellington, Greta Point Cws,06/01/2019 23:00,17.7,1,17.1,1,-,-,17.4,84,1,H
Wellington, Greta Point Cws,07/01/2019 00:00,18.8,1,17.4,1,-,-,18.0,82,1,H
Wellington, Greta Point Cws,07/01/2019 01:00,19.6,1,18.7,1,-,-,19.3,75,1,H
Wellington, Greta Point Cws,07/01/2019 02:00,22.1,1,19.6,1,-,-,20.6,71,1,H
Wellington, Greta Point Cws,07/01/2019 03:00,20.2,1,19.6,1,-,-,19.8,74,1,H
Wellington, Greta Point Cws,07/01/2019 04:00,22.9,1,19.9,1,-,-,21.3,72,1,H
Wellington, Greta Point Cws,07/01/2019 05:00,20.0,1,18.9,1,-,-,19.3,76,1,H
Wellington, Greta Point Cws,07/01/2019 06:00,20.2,1,18.9,1,-,-,19.5,76,1,H
Wellington, Greta Point Cws,07/01/2019 07:00,19.9,1,18.8,1,-,-,19.4,70,1,H
Wellington, Greta Point Cws,07/01/2019 08:00,18.9,1,18.0,1,-,-,18.5,70,1,H
Wellington, Greta Point Cws,07/01/2019 09:00,18.1,1,17.7,1,-,-,17.9,71,1,H
Wellington, Greta Point Cws,07/01/2019 10:00,17.8,1,17.3,1,-,-,17.4,71,1,H
Wellington, Greta Point Cws,07/01/2019 11:00,17.7,1,17.3,1,-,-,17.5,71,1,H
Wellington, Greta Point Cws,07/01/2019 12:00,17.6,1,17.0,1,-,-,17.3,74,1,H
Wellington, Greta Point Cws,07/01/2019 13:00,17.0,1,16.3,1,-,-,16.6,77,1,H
Wellington, Greta Point Cws,07/01/2019 14:00,16.4,1,15.5,1,-,-,15.9,79,1,H
Wellington, Greta Point Cws,07/01/2019 15:00,15.7,1,15.3,1,-,-,15.5,80,1,H
Wellington, Greta Point Cws,07/01/2019 16:00,15.9,1,15.4,1,-,-,15.6,80,1,H
Wellington, Greta Point Cws,07/01/2019 17:00,15.9,1,15.3,1,-,-,15.7,81,1,H
Wellington, Greta Point Cws,07/01/2019 18:00,16.8,1,15.3,1,-,-,15.9,82,1,H
Wellington, Greta Point Cws,07/01/2019 19:00,18.3,1,16.7,1,-,-,17.6,75,1,H
Wellington, Greta Point Cws,07/01/2019 20:00,18.9,1,18.0,1,-,-,18.3,74,1,H
Wellington, Greta Point Cws,07/01/2019 21:00,20.6,1,18.8,1,-,-,19.6,67,1,H
Wellington, Greta Point Cws,07/01/2019 22:00,23.1,1,19.9,1,-,-,21.0,61,1,H
Wellington, Greta Point Cws,07/01/2019 23:00,24.0,1,22.1,1,-,-,23.3,53,1,H
Wellington, Greta Point Cws,08/01/2019 00:00,25.2,1,23.9,1,-,-,24.7,48,1,H
Wellington, Greta Point Cws,08/01/2019 01:00,25.5,1,24.1,1,-,-,24.9,47,1,H
Wellington, Greta Point Cws,08/01/2019 02:00,26.1,1,25.2,1,-,-,25.6,46,1,H
Wellington, Greta Point Cws,08/01/2019 03:00,27.0,1,24.2,1,-,-,25.7,45,1,H
Wellington, Greta Point Cws,08/01/2019 04:00,24.3,1,22.4,1,-,-,23.4,49,1,H
Wellington, Greta Point Cws,08/01/2019 05:00,22.6,1,20.6,1,-,-,21.3,58,1,H
Wellington, Greta Point Cws,08/01/2019 06:00,20.7,1,18.1,1,-,-,19.4,71,1,H
Wellington, Greta Point Cws,08/01/2019 07:00,18.1,1,17.3,1,-,-,17.6,80,1,H
Wellington, Greta Point Cws,08/01/2019 08:00,17.3,1,17.1,1,-,-,17.2,81,1,H
Wellington, Greta Point Cws,08/01/2019 09:00,17.2,1,16.9,1,-,-,17.1,84,1,H
Wellington, Greta Point Cws,08/01/2019 10:00,17.3,1,16.9,1,-,-,17.1,81,1,H
Wellington, Greta Point Cws,08/01/2019 11:00,17.3,1,17.0,1,-,-,17.2,81,1,H
Wellington, Greta Point Cws,08/01/2019 12:00,17.3,1,17.0,1,-,-,17.2,80,1,H
Wellington, Greta Point Cws,08/01/2019 13:00,17.3,1,16.7,1,-,-,17.0,84,1,H
Wellington, Greta Point Cws,08/01/2019 14:00,17.1,1,16.7,1,-,-,17.0,85,1,H
Wellington, Greta Point Cws,08/01/2019 15:00,17.1,1,16.6,1,-,-,16.8,85,1,H
Wellington, Greta Point Cws,08/01/2019 16:00,16.7,1,16.1,1,-,-,16.5,85,1,H
Wellington, Greta Point Cws,08/01/2019 17:00,16.2,1,15.3,1,-,-,15.6,87,1,H
Wellington, Greta Point Cws,08/01/2019 18:00,16.3,1,15.2,1,-,-,15.6,89,1,H
Wellington, Greta Point Cws,08/01/2019 19:00,18.9,1,16.2,1,-,-,17.6,83,1,H
Wellington, Greta Point Cws,08/01/2019 20:00,21.0,1,18.1,1,-,-,19.1,76,1,H
Wellington, Greta Point Cws,08/01/2019 21:00,24.2,1,21.0,1,-,-,22.3,65,1,H
Wellington, Greta Point Cws,08/01/2019 22:00,24.7,1,21.4,1,-,-,22.6,61,1,H
Wellington, Greta Point Cws,08/01/2019 23:00,28.0,1,23.4,1,-,-,25.7,55,1,H
Wellington, Greta Point Cws,09/01/2019 00:00,28.3,1,27.1,1,-,-,27.7,47,1,H
Wellington, Greta Point Cws,09/01/2019 01:00,27.1,1,25.3,1,-,-,26.1,48,1,H
Wellington, Greta Point Cws,09/01/2019 02:00,25.8,1,24.7,1,-,-,25.1,47,1,H
Wellington, Greta Point Cws,09/01/2019 03:00,24.7,1,22.8,1,-,-,23.9,54,1,H
Wellington, Greta Point Cws,09/01/2019 04:00,22.9,1,20.3,1,-,-,21.8,59,1,H
Wellington, Greta Point Cws,09/01/2019 05:00,20.4,1,19.2,1,-,-,19.8,69,1,H
Wellington, Greta Point Cws,09/01/2019 06:00,19.3,1,18.4,1,-,-,18.8,74,1,H
Wellington, Greta Point Cws,09/01/2019 07:00,18.8,1,18.4,1,-,-,18.6,74,1,H
Wellington, Greta Point Cws,09/01/2019 08:00,18.8,1,18.1,1,-,-,18.4,75,1,H
Wellington, Greta Point Cws,09/01/2019 09:00,18.2,1,18.0,1,-,-,18.1,78,1,H
Wellington, Greta Point Cws,09/01/2019 10:00,18.4,1,18.1,1,-,-,18.3,78,1,H
Wellington, Greta Point Cws,09/01/2019 11:00,18.9,1,18.3,1,-,-,18.6,79,1,H
Wellington, Greta Point Cws,09/01/2019 12:00,18.9,1,18.6,1,-,-,18.7,80,1,H
Wellington, Greta Point Cws,09/01/2019 13:00,18.9,1,18.6,1,-,-,18.8,81,1,H
Wellington, Greta Point Cws,09/01/2019 14:00,18.8,1,18.6,1,-,-,18.7,82,1,H
Wellington, Greta Point Cws,09/01/2019 15:00,18.9,1,18.6,1,-,-,18.7,83,1,H
Wellington, Greta Point Cws,09/01/2019 16:00,18.9,1,18.8,1,-,-,18.9,83,1,H
Wellington, Greta Point Cws,09/01/2019 17:00,18.9,1,18.7,1,-,-,18.8,84,1,H
Wellington, Greta Point Cws,09/01/2019 18:00,19.3,1,18.8,1,-,-,19.1,81,1,H
Wellington, Greta Point Cws,09/01/2019 19:00,19.4,1,18.9,1,-,-,19.1,84,1,H
Wellington, Greta Point Cws,09/01/2019 20:00,19.9,1,19.3,1,-,-,19.6,82,1,H
Wellington, Greta Point Cws,09/01/2019 21:00,21.0,1,19.7,1,-,-,20.3,78,1,H
Wellington, Greta Point Cws,09/01/2019 22:00,22.6,1,20.7,1,-,-,21.7,72,1,H
Wellington, Greta Point Cws,09/01/2019 23:00,22.5,1,20.8,1,-,-,21.5,73,1,H
Wellington, Greta Point Cws,10/01/2019 00:00,22.0,1,20.7,1,-,-,21.4,75,1,H
Wellington, Greta Point Cws,10/01/2019 01:00,22.6,1,20.7,1,-,-,21.8,73,1,H
Wellington, Greta Point Cws,10/01/2019 02:00,23.1,1,22.2,1,-,-,22.7,70,1,H
Wellington, Greta Point Cws,10/01/2019 03:00,23.2,1,22.4,1,-,-,22.8,69,1,H
Wellington, Greta Point Cws,10/01/2019 04:00,22.6,1,21.6,1,-,-,22.0,72,1,H
Wellington, Greta Point Cws,10/01/2019 05:00,22.0,1,21.2,1,-,-,21.5,74,1,H
Wellington, Greta Point Cws,10/01/2019 06:00,21.2,1,20.4,1,-,-,20.8,78,1,H
Wellington, Greta Point Cws,10/01/2019 07:00,20.5,1,20.0,1,-,-,20.2,82,1,H
Wellington, Greta Point Cws,10/01/2019 08:00,20.1,1,19.7,1,-,-,19.9,83,1,H
Wellington, Greta Point Cws,10/01/2019 09:00,19.7,1,19.6,1,-,-,19.6,84,1,H
Wellington, Greta Point Cws,10/01/2019 10:00,19.7,1,19.4,1,-,-,19.6,84,1,H
Wellington, Greta Point Cws,10/01/2019 11:00,19.6,1,19.3,1,-,-,19.4,84,1,H
Wellington, Greta Point Cws,10/01/2019 12:00,19.6,1,19.3,1,-,-,19.4,84,1,H
Wellington, Greta Point Cws,10/01/2019 13:00,19.7,1,19.5,1,-,-,19.6,84,1,H
Wellington, Greta Point Cws,10/01/2019 14:00,19.6,1,19.1,1,-,-,19.4,86,1,H
Wellington, Greta Point Cws,10/01/2019 15:00,19.3,1,18.5,1,-,-,18.9,85,1,H
Wellington, Greta Point Cws,10/01/2019 16:00,18.6,1,18.5,1,-,-,18.5,83,1,H
Wellington, Greta Point Cws,10/01/2019 17:00,19.3,1,18.5,1,-,-,19.0,79,1,H
Wellington, Greta Point Cws,10/01/2019 18:00,19.4,1,18.9,1,-,-,19.1,79,1,H
Wellington, Greta Point Cws,10/01/2019 19:00,20.4,1,19.3,1,-,-,19.8,76,1,H
Wellington, Greta Point Cws,10/01/2019 20:00,22.4,1,20.4,1,-,-,21.4,71,1,H
Wellington, Greta Point Cws,10/01/2019 21:00,24.1,1,22.3,1,-,-,23.0,65,1,H
Wellington, Greta Point Cws,10/01/2019 22:00,25.7,1,24.0,1,-,-,24.8,58,1,H
Wellington, Greta Point Cws,10/01/2019 23:00,27.4,1,25.4,1,-,-,26.3,54,1,H
Wellington, Greta Point Cws,11/01/2019 00:00,27.5,1,26.4,1,-,-,26.8,54,1,H
Wellington, Greta Point Cws,11/01/2019 01:00,27.5,1,25.3,1,-,-,26.6,55,1,H
Wellington, Greta Point Cws,11/01/2019 02:00,27.5,1,20.0,1,-,-,24.1,59,1,H
Wellington, Greta Point Cws,11/01/2019 03:00,20.1,1,19.1,1,-,-,19.6,74,1,H
Wellington, Greta Point Cws,11/01/2019 04:00,19.9,1,19.0,1,-,-,19.5,74,1,H
Wellington, Greta Point Cws,11/01/2019 05:00,20.7,1,19.4,1,-,-,20.1,68,1,H
Wellington, Greta Point Cws,11/01/2019 06:00,19.4,1,18.1,1,-,-,18.7,74,1,H
Wellington, Greta Point Cws,11/01/2019 07:00,18.2,1,17.4,1,-,-,17.8,80,1,H
Wellington, Greta Point Cws,11/01/2019 08:00,17.5,1,17.2,1,-,-,17.4,82,1,H
Wellington, Greta Point Cws,11/01/2019 09:00,17.3,1,17.1,1,-,-,17.2,83,1,H
Wellington, Greta Point Cws,11/01/2019 10:00,17.4,1,17.2,1,-,-,17.3,84,1,H
Wellington, Greta Point Cws,11/01/2019 11:00,17.4,1,17.2,1,-,-,17.3,84,1,H
Wellington, Greta Point Cws,11/01/2019 12:00,17.5,1,17.2,1,-,-,17.4,83,1,H
Wellington, Greta Point Cws,11/01/2019 13:00,17.3,1,17.1,1,-,-,17.2,83,1,H
Wellington, Greta Point Cws,11/01/2019 14:00,17.9,1,17.2,1,-,-,17.4,77,1,H
Wellington, Greta Point Cws,11/01/2019 15:00,17.7,1,16.5,1,-,-,17.1,81,1,H
Wellington, Greta Point Cws,11/01/2019 16:00,16.6,1,15.6,1,-,-,16.0,82,1,H
Wellington, Greta Point Cws,11/01/2019 17:00,15.8,1,15.3,1,-,-,15.5,84,1,H
Wellington, Greta Point Cws,11/01/2019 18:00,16.7,1,15.5,1,-,-,16.0,81,1,H
Wellington, Greta Point Cws,11/01/2019 19:00,18.1,1,16.6,1,-,-,17.5,72,1,H
Wellington, Greta Point Cws,11/01/2019 20:00,18.8,1,18.0,1,-,-,18.4,70,1,H
Wellington, Greta Point Cws,11/01/2019 21:00,19.5,1,18.2,1,-,-,18.9,67,1,H
Wellington, Greta Point Cws,11/01/2019 22:00,18.3,1,17.7,1,-,-,17.8,72,1,H
Wellington, Greta Point Cws,11/01/2019 23:00,19.1,1,17.8,1,-,-,18.3,70,1,H
Wellington, Greta Point Cws,12/01/2019 00:00,20.6,1,19.0,1,-,-,19.6,65,1,H
Wellington, Greta Point Cws,12/01/2019 01:00,24.0,1,20.5,1,-,-,21.9,57,1,H
Wellington, Greta Point Cws,12/01/2019 02:00,25.2,1,23.9,1,-,-,24.5,50,1,H
Wellington, Greta Point Cws,12/01/2019 03:00,25.6,1,23.8,1,-,-,24.8,50,1,H
Wellington, Greta Point Cws,12/01/2019 04:00,23.8,1,22.5,1,-,-,22.9,55,1,H
Wellington, Greta Point Cws,12/01/2019 05:00,22.9,1,22.3,1,-,-,22.6,54,1,H
Wellington, Greta Point Cws,12/01/2019 06:00,22.9,1,22.1,1,-,-,22.6,53,1,H
Wellington, Greta Point Cws,12/01/2019 07:00,22.1,1,20.1,1,-,-,21.0,60,1,H
Wellington, Greta Point Cws,12/01/2019 08:00,20.2,1,19.1,1,-,-,19.6,66,1,H
Wellington, Greta Point Cws,12/01/2019 09:00,19.1,1,18.4,1,-,-,18.8,69,1,H
Wellington, Greta Point Cws,12/01/2019 10:00,18.5,1,17.5,1,-,-,18.0,72,1,H
Wellington, Greta Point Cws,12/01/2019 11:00,17.6,1,16.3,1,-,-,17.1,76,1,H
Wellington, Greta Point Cws,12/01/2019 12:00,16.4,1,15.6,1,-,-,16.0,81,1,H
Wellington, Greta Point Cws,12/01/2019 13:00,16.9,1,15.7,1,-,-,16.4,82,1,H
Wellington, Greta Point Cws,12/01/2019 14:00,16.2,1,15.6,1,-,-,15.9,84,1,H
Wellington, Greta Point Cws,12/01/2019 15:00,16.2,1,15.4,1,-,-,15.9,83,1,H
Wellington, Greta Point Cws,12/01/2019 16:00,16.2,1,15.4,1,-,-,15.8,84,1,H
Wellington, Greta Point Cws,12/01/2019 17:00,16.3,1,15.9,1,-,-,16.1,85,1,H
Wellington, Greta Point Cws,12/01/2019 18:00,17.4,1,16.2,1,-,-,16.6,86,1,H
