Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Wellington, Greta Point Cws,21/12/2018 03:00,21.3,1,19.7,1,-,-,20.5,57,1,H
Wellington, Greta Point Cws,21/12/2018 04:00,20.8,1,17.4,1,-,-,19.1,59,1,H
Wellington, Greta Point Cws,21/12/2018 05:00,20.1,1,17.4,1,-,-,18.3,62,1,H
Wellington, Greta Point Cws,21/12/2018 06:00,20.0,1,16.5,1,-,-,17.7,66,1,H
Wellington, Greta Point Cws,21/12/2018 07:00,16.5,1,14.7,1,-,-,15.5,81,1,H
Wellington, Greta Point Cws,21/12/2018 08:00,15.1,1,14.7,1,-,-,14.9,87,1,H
Wellington, Greta Point Cws,21/12/2018 09:00,15.1,1,14.9,1,-,-,15.0,88,1,H
Wellington, Greta Point Cws,21/12/2018 10:00,15.1,1,14.6,1,-,-,14.9,88,1,H
Wellington, Greta Point Cws,21/12/2018 11:00,14.7,1,14.2,1,-,-,14.5,87,1,H
Wellington, Greta Point Cws,21/12/2018 12:00,14.5,1,14.1,1,-,-,14.3,86,1,H
Wellington, Greta Point Cws,21/12/2018 13:00,14.3,1,14.0,1,-,-,14.1,87,1,H
Wellington, Greta Point Cws,21/12/2018 14:00,14.2,1,13.5,1,-,-,13.8,88,1,H
Wellington, Greta Point Cws,21/12/2018 15:00,13.6,1,13.2,1,-,-,13.4,89,1,H
Wellington, Greta Point Cws,21/12/2018 16:00,13.5,1,13.2,1,-,-,13.3,87,1,H
Wellington, Greta Point Cws,21/12/2018 17:00,13.4,1,13.2,1,-,-,13.3,85,1,H
Wellington, Greta Point Cws,21/12/2018 18:00,14.1,1,13.2,1,-,-,13.8,82,1,H
Wellington, Greta Point Cws,21/12/2018 19:00,15.5,1,13.8,1,-,-,14.7,78,1,H
Wellington, Greta Point Cws,21/12/2018 20:00,16.6,1,15.5,1,-,-,16.1,68,1,H
Wellington, Greta Point Cws,21/12/2018 21:00,19.1,1,16.1,1,-,-,18.4,60,1,H
Wellington, Greta Point Cws,21/12/2018 22:00,22.3,1,18.8,1,-,-,19.6,55,1,H
Wellington, Greta Point Cws,21/12/2018 23:00,22.3,1,20.4,1,-,-,21.3,52,1,H
Wellington, Greta Point Cws,22/12/2018 00:00,23.1,1,18.1,1,-,-,19.9,56,1,H
Wellington, Greta Point Cws,22/12/2018 01:00,23.4,1,19.3,1,-,-,21.8,51,1,H
Wellington, Greta Point Cws,22/12/2018 02:00,24.0,1,22.5,1,-,-,23.4,48,1,H
Wellington, Greta Point Cws,22/12/2018 03:00,22.6,1,20.3,1,-,-,21.4,54,1,H
Wellington, Greta Point Cws,22/12/2018 04:00,20.6,1,19.7,1,-,-,20.1,55,1,H
Wellington, Greta Point Cws,22/12/2018 05:00,20.9,1,19.9,1,-,-,20.4,54,1,H
Wellington, Greta Point Cws,22/12/2018 06:00,20.4,1,18.0,1,-,-,19.0,62,1,H
Wellington, Greta Point Cws,22/12/2018 07:00,18.1,1,17.0,1,-,-,17.5,71,1,H
Wellington, Greta Point Cws,22/12/2018 08:00,17.2,1,16.5,1,-,-,16.8,75,1,H
Wellington, Greta Point Cws,22/12/2018 09:00,16.5,1,16.3,1,-,-,16.4,78,1,H
Wellington, Greta Point Cws,22/12/2018 10:00,16.5,1,16.2,1,-,-,16.3,78,1,H
Wellington, Greta Point Cws,22/12/2018 11:00,16.3,1,15.8,1,-,-,16.0,79,1,H
Wellington, Greta Point Cws,22/12/2018 12:00,16.1,1,15.8,1,-,-,16.0,77,1,H
Wellington, Greta Point Cws,22/12/2018 13:00,16.0,1,15.7,1,-,-,15.8,78,1,H
Wellington, Greta Point Cws,22/12/2018 14:00,15.7,1,15.4,1,-,-,15.5,79,1,H
Wellington, Greta Point Cws,22/12/2018 15:00,15.7,1,14.3,1,-,-,15.2,79,1,H
Wellington, Greta Point Cws,22/12/2018 16:00,14.9,1,14.3,1,-,-,14.6,83,1,H
Wellington, Greta Point Cws,22/12/2018 17:00,14.5,1,14.3,1,-,-,14.4,86,1,H
Wellington, Greta Point Cws,22/12/2018 18:00,14.6,1,14.3,1,-,-,14.4,87,1,H
Wellington, Greta Point Cws,22/12/2018 19:00,14.5,1,14.3,1,-,-,14.4,86,1,H
Wellington, Greta Point Cws,22/12/2018 20:00,14.5,1,13.8,1,-,-,14.0,85,1,H
Wellington, Greta Point Cws,22/12/2018 21:00,13.8,1,13.0,1,-,-,13.4,88,1,H
Wellington, Greta Point Cws,22/12/2018 22:00,15.3,1,13.2,1,-,-,14.0,86,1,H
Wellington, Greta Point Cws,22/12/2018 23:00,16.9,1,15.1,1,-,-,15.9,71,1,H
Wellington, Greta Point Cws,23/12/2018 00:00,17.1,1,16.2,1,-,-,16.8,63,1,H
Wellington, Greta Point Cws,23/12/2018 01:00,17.4,1,16.9,1,-,-,17.1,61,1,H
Wellington, Greta Point Cws,23/12/2018 02:00,17.5,1,16.9,1,-,-,17.1,62,1,H
Wellington, Greta Point Cws,23/12/2018 03:00,17.3,1,16.6,1,-,-,17.0,63,1,H
Wellington, Greta Point Cws,23/12/2018 04:00,17.1,1,16.0,1,-,-,16.6,63,1,H
Wellington, Greta Point Cws,23/12/2018 05:00,16.1,1,15.4,1,-,-,15.7,65,1,H
Wellington, Greta Point Cws,23/12/2018 06:00,15.5,1,15.0,1,-,-,15.2,66,1,H
Wellington, Greta Point Cws,23/12/2018 07:00,15.1,1,14.8,1,-,-,14.9,66,1,H
Wellington, Greta Point Cws,23/12/2018 08:00,14.8,1,14.5,1,-,-,14.6,65,1,H
Wellington, Greta Point Cws,23/12/2018 09:00,14.6,1,14.2,1,-,-,14.4,66,1,H
Wellington, Greta Point Cws,23/12/2018 10:00,14.5,1,14.2,1,-,-,14.3,64,1,H
Wellington, Greta Point Cws,23/12/2018 11:00,14.5,1,14.3,1,-,-,14.4,62,1,H
Wellington, Greta Point Cws,23/12/2018 12:00,14.6,1,14.1,1,-,-,14.4,63,1,H
Wellington, Greta Point Cws,23/12/2018 13:00,14.5,1,14.1,1,-,-,14.3,67,1,H
Wellington, Greta Point Cws,23/12/2018 14:00,14.5,1,14.3,1,-,-,14.4,69,1,H
Wellington, Greta Point Cws,23/12/2018 15:00,14.6,1,14.3,1,-,-,14.4,71,1,H
Wellington, Greta Point Cws,23/12/2018 16:00,14.5,1,14.1,1,-,-,14.3,73,1,H
Wellington, Greta Point Cws,23/12/2018 17:00,14.6,1,14.1,1,-,-,14.4,75,1,H
Wellington, Greta Point Cws,23/12/2018 18:00,15.1,1,14.6,1,-,-,14.8,75,1,H
Wellington, Greta Point Cws,23/12/2018 19:00,16.1,1,14.9,1,-,-,15.5,74,1,H
Wellington, Greta Point Cws,23/12/2018 20:00,16.4,1,15.7,1,-,-,16.0,75,1,H
Wellington, Greta Point Cws,23/12/2018 21:00,17.1,1,16.2,1,-,-,16.5,75,1,H
Wellington, Greta Point Cws,23/12/2018 22:00,17.5,1,17.0,1,-,-,17.2,74,1,H
Wellington, Greta Point Cws,23/12/2018 23:00,22.1,1,16.9,1,-,-,19.1,70,1,H
Wellington, Greta Point Cws,24/12/2018 00:00,23.7,1,22.0,1,-,-,22.8,57,1,H
Wellington, Greta Point Cws,24/12/2018 01:00,22.6,1,21.8,1,-,-,22.2,57,1,H
Wellington, Greta Point Cws,24/12/2018 02:00,22.0,1,21.4,1,-,-,21.7,59,1,H
Wellington, Greta Point Cws,24/12/2018 03:00,22.1,1,21.3,1,-,-,21.7,58,1,H
Wellington, Greta Point Cws,24/12/2018 04:00,21.3,1,20.2,1,-,-,20.4,64,1,H
Wellington, Greta Point Cws,24/12/2018 05:00,20.3,1,19.1,1,-,-,19.4,67,1,H
Wellington, Greta Point Cws,24/12/2018 06:00,19.5,1,19.1,1,-,-,19.3,67,1,H
Wellington, Greta Point Cws,24/12/2018 07:00,19.2,1,18.4,1,-,-,18.8,68,1,H
Wellington, Greta Point Cws,24/12/2018 08:00,18.5,1,18.1,1,-,-,18.2,71,1,H
Wellington, Greta Point Cws,24/12/2018 09:00,18.1,1,17.9,1,-,-,18.0,73,1,H
Wellington, Greta Point Cws,24/12/2018 10:00,18.3,1,17.9,1,-,-,18.1,73,1,H
Wellington, Greta Point Cws,24/12/2018 11:00,18.3,1,18.0,1,-,-,18.2,72,1,H
Wellington, Greta Point Cws,24/12/2018 12:00,18.1,1,17.8,1,-,-,18.0,74,1,H
Wellington, Greta Point Cws,24/12/2018 13:00,18.0,1,17.7,1,-,-,17.8,74,1,H
Wellington, Greta Point Cws,24/12/2018 14:00,18.0,1,17.7,1,-,-,17.8,74,1,H
Wellington, Greta Point Cws,24/12/2018 15:00,17.8,1,16.4,1,-,-,17.2,79,1,H
Wellington, Greta Point Cws,24/12/2018 16:00,16.5,1,16.0,1,-,-,16.2,87,1,H
Wellington, Greta Point Cws,24/12/2018 17:00,16.4,1,15.9,1,-,-,16.1,87,1,H
Wellington, Greta Point Cws,24/12/2018 18:00,16.4,1,15.4,1,-,-,16.0,87,1,H
Wellington, Greta Point Cws,24/12/2018 19:00,15.9,1,15.3,1,-,-,15.5,90,1,H
Wellington, Greta Point Cws,24/12/2018 20:00,17.1,1,15.8,1,-,-,16.4,90,1,H
Wellington, Greta Point Cws,24/12/2018 21:00,17.7,1,17.0,1,-,-,17.4,88,1,H
Wellington, Greta Point Cws,24/12/2018 22:00,17.7,1,17.1,1,-,-,17.3,87,1,H
Wellington, Greta Point Cws,24/12/2018 23:00,17.3,1,17.0,1,-,-,17.2,89,1,H
Wellington, Greta Point Cws,25/12/2018 00:00,17.2,1,16.5,1,-,-,16.8,89,1,H
Wellington, Greta Point Cws,25/12/2018 01:00,16.7,1,16.2,1,-,-,16.5,90,1,H
Wellington, Greta Point Cws,25/12/2018 02:00,16.6,1,16.2,1,-,-,16.4,91,1,H
Wellington, Greta Point Cws,25/12/2018 03:00,16.8,1,16.3,1,-,-,16.5,90,1,H
Wellington, Greta Point Cws,25/12/2018 04:00,16.4,1,16.1,1,-,-,16.2,91,1,H
Wellington, Greta Point Cws,25/12/2018 05:00,16.4,1,15.9,1,-,-,16.2,91,1,H
Wellington, Greta Point Cws,25/12/2018 06:00,16.0,1,15.4,1,-,-,15.7,92,1,H
Wellington, Greta Point Cws,25/12/2018 07:00,16.0,1,15.5,1,-,-,15.8,93,1,H
Wellington, Greta Point Cws,25/12/2018 08:00,15.9,1,15.4,1,-,-,15.7,93,1,H
Wellington, Greta Point Cws,25/12/2018 09:00,15.7,1,15.4,1,-,-,15.5,94,1,H
Wellington, Greta Point Cws,25/12/2018 10:00,15.7,1,15.1,1,-,-,15.3,94,1,H
Wellington, Greta Point Cws,25/12/2018 11:00,15.7,1,15.3,1,-,-,15.5,94,1,H
Wellington, Greta Point Cws,25/12/2018 12:00,15.6,1,15.1,1,-,-,15.4,94,1,H
Wellington, Greta Point Cws,25/12/2018 13:00,15.3,1,15.1,1,-,-,15.2,94,1,H
Wellington, Greta Point Cws,25/12/2018 14:00,15.3,1,15.0,1,-,-,15.2,94,1,H
Wellington, Greta Point Cws,25/12/2018 15:00,15.1,1,14.8,1,-,-,15.0,94,1,H
Wellington, Greta Point Cws,25/12/2018 16:00,15.0,1,14.6,1,-,-,14.8,94,1,H
Wellington, Greta Point Cws,25/12/2018 17:00,14.8,1,14.3,1,-,-,14.6,94,1,H
Wellington, Greta Point Cws,25/12/2018 18:00,14.4,1,14.1,1,-,-,14.2,94,1,H
Wellington, Greta Point Cws,25/12/2018 19:00,14.8,1,14.3,1,-,-,14.6,94,1,H
Wellington, Greta Point Cws,25/12/2018 20:00,15.1,1,14.7,1,-,-,14.8,94,1,H
Wellington, Greta Point Cws,25/12/2018 21:00,15.3,1,14.9,1,-,-,15.2,93,1,H
Wellington, Greta Point Cws,25/12/2018 22:00,15.6,1,15.1,1,-,-,15.3,92,1,H
Wellington, Greta Point Cws,25/12/2018 23:00,16.1,1,15.3,1,-,-,15.7,86,1,H
Wellington, Greta Point Cws,26/12/2018 00:00,16.9,1,15.9,1,-,-,16.6,80,1,H
Wellington, Greta Point Cws,26/12/2018 01:00,16.9,1,16.5,1,-,-,16.7,79,1,H
Wellington, Greta Point Cws,26/12/2018 02:00,18.1,1,16.5,1,-,-,17.2,75,1,H
Wellington, Greta Point Cws,26/12/2018 03:00,18.1,1,17.1,1,-,-,17.7,72,1,H
Wellington, Greta Point Cws,26/12/2018 04:00,17.7,1,16.5,1,-,-,17.1,72,1,H
Wellington, Greta Point Cws,26/12/2018 05:00,17.3,1,15.6,1,-,-,16.5,72,1,H
Wellington, Greta Point Cws,26/12/2018 06:00,16.1,1,15.4,1,-,-,15.8,74,1,H
Wellington, Greta Point Cws,26/12/2018 07:00,15.6,1,14.9,1,-,-,15.3,74,1,H
Wellington, Greta Point Cws,26/12/2018 08:00,15.0,1,14.4,1,-,-,14.7,76,1,H
Wellington, Greta Point Cws,26/12/2018 09:00,14.5,1,14.2,1,-,-,14.4,78,1,H
Wellington, Greta Point Cws,26/12/2018 10:00,14.3,1,13.9,1,-,-,14.0,79,1,H
Wellington, Greta Point Cws,26/12/2018 11:00,14.2,1,13.7,1,-,-,14.0,78,1,H
Wellington, Greta Point Cws,26/12/2018 12:00,13.8,1,12.9,1,-,-,13.2,80,1,H
Wellington, Greta Point Cws,26/12/2018 13:00,12.9,1,12.3,1,-,-,12.6,83,1,H
Wellington, Greta Point Cws,26/12/2018 14:00,13.2,1,12.4,1,-,-,12.9,84,1,H
Wellington, Greta Point Cws,26/12/2018 15:00,13.2,1,12.4,1,-,-,12.9,84,1,H
Wellington, Greta Point Cws,26/12/2018 16:00,13.0,1,12.5,1,-,-,12.8,85,1,H
Wellington, Greta Point Cws,26/12/2018 17:00,13.3,1,12.7,1,-,-,13.0,86,1,H
Wellington, Greta Point Cws,26/12/2018 18:00,14.1,1,13.2,1,-,-,13.6,86,1,H
Wellington, Greta Point Cws,26/12/2018 19:00,15.6,1,14.0,1,-,-,14.9,81,1,H
Wellington, Greta Point Cws,26/12/2018 20:00,17.6,1,15.5,1,-,-,16.4,74,1,H
Wellington, Greta Point Cws,26/12/2018 21:00,20.2,1,16.9,1,-,-,17.9,68,1,H
Wellington, Greta Point Cws,26/12/2018 22:00,20.5,1,18.7,1,-,-,19.4,64,1,H
Wellington, Greta Point Cws,26/12/2018 23:00,19.6,1,18.1,1,-,-,19.1,65,1,H
Wellington, Greta Point Cws,27/12/2018 00:00,19.4,1,18.4,1,-,-,19.0,64,1,H
Wellington, Greta Point Cws,27/12/2018 01:00,18.8,1,18.1,1,-,-,18.3,64,1,H
Wellington, Greta Point Cws,27/12/2018 02:00,19.4,1,18.1,1,-,-,18.8,61,1,H
Wellington, Greta Point Cws,27/12/2018 03:00,19.2,1,17.8,1,-,-,18.3,63,1,H
Wellington, Greta Point Cws,27/12/2018 04:00,18.7,1,17.7,1,-,-,18.2,66,1,H
Wellington, Greta Point Cws,27/12/2018 05:00,18.8,1,18.0,1,-,-,18.5,63,1,H
Wellington, Greta Point Cws,27/12/2018 06:00,18.6,1,18.1,1,-,-,18.3,54,1,H
Wellington, Greta Point Cws,27/12/2018 07:00,18.3,1,17.7,1,-,-,18.0,56,1,H
Wellington, Greta Point Cws,27/12/2018 08:00,17.8,1,16.1,1,-,-,16.8,62,1,H
Wellington, Greta Point Cws,27/12/2018 09:00,16.2,1,15.3,1,-,-,15.9,69,1,H
Wellington, Greta Point Cws,27/12/2018 10:00,15.4,1,13.7,1,-,-,14.5,80,1,H
Wellington, Greta Point Cws,27/12/2018 11:00,13.7,1,13.0,1,-,-,13.3,83,1,H
Wellington, Greta Point Cws,27/12/2018 12:00,13.4,1,12.7,1,-,-,13.0,84,1,H
Wellington, Greta Point Cws,27/12/2018 13:00,13.5,1,13.0,1,-,-,13.2,86,1,H
Wellington, Greta Point Cws,27/12/2018 14:00,13.4,1,12.6,1,-,-,13.1,86,1,H
Wellington, Greta Point Cws,27/12/2018 15:00,12.8,1,12.3,1,-,-,12.6,88,1,H
Wellington, Greta Point Cws,27/12/2018 16:00,12.8,1,12.4,1,-,-,12.6,89,1,H
Wellington, Greta Point Cws,27/12/2018 17:00,12.9,1,12.2,1,-,-,12.6,90,1,H
Wellington, Greta Point Cws,27/12/2018 18:00,14.4,1,12.7,1,-,-,13.4,88,1,H
Wellington, Greta Point Cws,27/12/2018 19:00,18.5,1,14.3,1,-,-,16.0,79,1,H
Wellington, Greta Point Cws,27/12/2018 20:00,20.7,1,18.3,1,-,-,19.4,67,1,H
Wellington, Greta Point Cws,27/12/2018 21:00,21.2,1,20.0,1,-,-,20.8,60,1,H
Wellington, Greta Point Cws,27/12/2018 22:00,22.5,1,20.9,1,-,-,21.9,54,1,H
Wellington, Greta Point Cws,27/12/2018 23:00,24.3,1,22.4,1,-,-,23.2,48,1,H
Wellington, Greta Point Cws,28/12/2018 00:00,24.3,1,20.1,1,-,-,21.1,59,1,H
Wellington, Greta Point Cws,28/12/2018 01:00,20.8,1,20.0,1,-,-,20.4,61,1,H
Wellington, Greta Point Cws,28/12/2018 02:00,20.7,1,20.0,1,-,-,20.3,60,1,H
Wellington, Greta Point Cws,28/12/2018 03:00,21.2,1,20.2,1,-,-,20.6,57,1,H
Wellington, Greta Point Cws,28/12/2018 04:00,22.1,1,21.0,1,-,-,21.5,51,1,H
Wellington, Greta Point Cws,28/12/2018 05:00,24.6,1,22.0,1,-,-,23.5,49,1,H
Wellington, Greta Point Cws,28/12/2018 06:00,24.3,1,22.4,1,-,-,23.7,50,1,H
Wellington, Greta Point Cws,28/12/2018 07:00,22.4,1,20.2,1,-,-,20.8,52,1,H
Wellington, Greta Point Cws,28/12/2018 08:00,20.5,1,18.8,1,-,-,19.7,48,1,H
Wellington, Greta Point Cws,28/12/2018 09:00,18.8,1,17.5,1,-,-,18.2,51,1,H
Wellington, Greta Point Cws,28/12/2018 10:00,18.0,1,17.3,1,-,-,17.6,63,1,H
Wellington, Greta Point Cws,28/12/2018 11:00,18.0,1,17.2,1,-,-,17.7,69,1,H
Wellington, Greta Point Cws,28/12/2018 12:00,17.2,1,16.2,1,-,-,16.6,76,1,H
Wellington, Greta Point Cws,28/12/2018 13:00,16.5,1,16.2,1,-,-,16.3,79,1,H
Wellington, Greta Point Cws,28/12/2018 14:00,16.5,1,16.2,1,-,-,16.4,79,1,H
Wellington, Greta Point Cws,28/12/2018 15:00,16.4,1,16.2,1,-,-,16.3,79,1,H
Wellington, Greta Point Cws,28/12/2018 16:00,16.4,1,16.1,1,-,-,16.2,79,1,H
Wellington, Greta Point Cws,28/12/2018 17:00,16.3,1,16.0,1,-,-,16.1,81,1,H
Wellington, Greta Point Cws,28/12/2018 18:00,16.8,1,16.0,1,-,-,16.4,81,1,H
Wellington, Greta Point Cws,28/12/2018 19:00,16.9,1,16.2,1,-,-,16.5,76,1,H
Wellington, Greta Point Cws,28/12/2018 20:00,17.3,1,16.8,1,-,-,17.1,73,1,H
Wellington, Greta Point Cws,28/12/2018 21:00,17.2,1,16.7,1,-,-,16.8,73,1,H
Wellington, Greta Point Cws,28/12/2018 22:00,18.2,1,17.0,1,-,-,17.7,70,1,H
Wellington, Greta Point Cws,28/12/2018 23:00,18.8,1,17.8,1,-,-,18.2,70,1,H
Wellington, Greta Point Cws,29/12/2018 00:00,20.0,1,18.4,1,-,-,19.0,69,1,H
Wellington, Greta Point Cws,29/12/2018 01:00,20.8,1,19.6,1,-,-,20.1,63,1,H
Wellington, Greta Point Cws,29/12/2018 02:00,21.8,1,19.7,1,-,-,20.8,62,1,H
Wellington, Greta Point Cws,29/12/2018 03:00,21.8,1,20.7,1,-,-,21.3,58,1,H
Wellington, Greta Point Cws,29/12/2018 04:00,20.9,1,18.8,1,-,-,19.6,66,1,H
Wellington, Greta Point Cws,29/12/2018 05:00,19.1,1,18.5,1,-,-,18.8,71,1,H
Wellington, Greta Point Cws,29/12/2018 06:00,18.7,1,17.5,1,-,-,18.0,76,1,H
Wellington, Greta Point Cws,29/12/2018 07:00,17.7,1,17.3,1,-,-,17.5,79,1,H
Wellington, Greta Point Cws,29/12/2018 08:00,17.6,1,17.3,1,-,-,17.4,80,1,H
Wellington, Greta Point Cws,29/12/2018 09:00,17.5,1,17.3,1,-,-,17.4,81,1,H
Wellington, Greta Point Cws,29/12/2018 10:00,17.5,1,17.3,1,-,-,17.4,82,1,H
Wellington, Greta Point Cws,29/12/2018 11:00,17.5,1,17.3,1,-,-,17.4,83,1,H
Wellington, Greta Point Cws,29/12/2018 12:00,17.5,1,17.3,1,-,-,17.4,84,1,H
Wellington, Greta Point Cws,29/12/2018 13:00,17.5,1,17.2,1,-,-,17.3,85,1,H
Wellington, Greta Point Cws,29/12/2018 14:00,17.4,1,17.2,1,-,-,17.3,84,1,H
Wellington, Greta Point Cws,29/12/2018 15:00,17.3,1,17.1,1,-,-,17.2,84,1,H
Wellington, Greta Point Cws,29/12/2018 16:00,17.2,1,17.0,1,-,-,17.1,85,1,H
Wellington, Greta Point Cws,29/12/2018 17:00,17.2,1,17.0,1,-,-,17.0,82,1,H
Wellington, Greta Point Cws,29/12/2018 18:00,17.3,1,17.0,1,-,-,17.2,82,1,H
Wellington, Greta Point Cws,29/12/2018 19:00,17.5,1,17.2,1,-,-,17.3,82,1,H
Wellington, Greta Point Cws,29/12/2018 20:00,17.7,1,17.3,1,-,-,17.5,82,1,H
Wellington, Greta Point Cws,29/12/2018 21:00,18.1,1,17.6,1,-,-,17.9,82,1,H
Wellington, Greta Point Cws,29/12/2018 22:00,18.5,1,18.0,1,-,-,18.3,82,1,H
Wellington, Greta Point Cws,29/12/2018 23:00,19.1,1,18.3,1,-,-,18.7,80,1,H
Wellington, Greta Point Cws,30/12/2018 00:00,19.9,1,18.9,1,-,-,19.4,77,1,H
Wellington, Greta Point Cws,30/12/2018 01:00,20.2,1,19.3,1,-,-,19.7,75,1,H
Wellington, Greta Point Cws,30/12/2018 02:00,19.7,1,18.7,1,-,-,19.1,78,1,H
Wellington, Greta Point Cws,30/12/2018 03:00,19.7,1,18.9,1,-,-,19.4,77,1,H
Wellington, Greta Point Cws,30/12/2018 04:00,19.4,1,18.4,1,-,-,18.7,80,1,H
Wellington, Greta Point Cws,30/12/2018 05:00,18.8,1,18.3,1,-,-,18.6,81,1,H
Wellington, Greta Point Cws,30/12/2018 06:00,18.4,1,18.1,1,-,-,18.2,83,1,H
Wellington, Greta Point Cws,30/12/2018 07:00,18.2,1,18.0,1,-,-,18.1,83,1,H
Wellington, Greta Point Cws,30/12/2018 08:00,18.1,1,18.0,1,-,-,18.1,83,1,H
Wellington, Greta Point Cws,30/12/2018 09:00,18.1,1,17.9,1,-,-,18.0,83,1,H
Wellington, Greta Point Cws,30/12/2018 10:00,18.1,1,18.0,1,-,-,18.0,83,1,H
Wellington, Greta Point Cws,30/12/2018 11:00,18.1,1,18.0,1,-,-,18.0,83,1,H
Wellington, Greta Point Cws,30/12/2018 12:00,18.2,1,18.0,1,-,-,18.1,83,1,H
Wellington, Greta Point Cws,30/12/2018 13:00,18.2,1,18.0,1,-,-,18.1,84,1,H
Wellington, Greta Point Cws,30/12/2018 14:00,18.1,1,18.0,1,-,-,18.1,84,1,H
Wellington, Greta Point Cws,30/12/2018 15:00,18.1,1,17.8,1,-,-,18.0,85,1,H
Wellington, Greta Point Cws,30/12/2018 16:00,18.0,1,17.8,1,-,-,17.9,86,1,H
Wellington, Greta Point Cws,30/12/2018 17:00,18.0,1,17.8,1,-,-,17.8,87,1,H
Wellington, Greta Point Cws,30/12/2018 18:00,18.2,1,17.9,1,-,-,18.0,87,1,H
Wellington, Greta Point Cws,30/12/2018 19:00,18.5,1,18.1,1,-,-,18.3,86,1,H
Wellington, Greta Point Cws,30/12/2018 20:00,18.5,1,17.8,1,-,-,18.2,87,1,H
Wellington, Greta Point Cws,30/12/2018 21:00,18.1,1,17.8,1,-,-,17.9,89,1,H
Wellington, Greta Point Cws,30/12/2018 22:00,18.6,1,18.1,1,-,-,18.2,88,1,H
Wellington, Greta Point Cws,30/12/2018 23:00,19.7,1,18.6,1,-,-,19.2,84,1,H
Wellington, Greta Point Cws,31/12/2018 00:00,21.4,1,19.4,1,-,-,20.2,80,1,H
Wellington, Greta Point Cws,31/12/2018 01:00,21.9,1,21.3,1,-,-,21.6,75,1,H
Wellington, Greta Point Cws,31/12/2018 02:00,23.2,1,21.8,1,-,-,22.7,71,1,H
Wellington, Greta Point Cws,31/12/2018 03:00,23.2,1,22.6,1,-,-,22.9,69,1,H
Wellington, Greta Point Cws,31/12/2018 04:00,23.5,1,22.4,1,-,-,22.9,69,1,H
Wellington, Greta Point Cws,31/12/2018 05:00,22.8,1,20.4,1,-,-,21.6,73,1,H
Wellington, Greta Point Cws,31/12/2018 06:00,20.4,1,19.6,1,-,-,19.8,78,1,H
Wellington, Greta Point Cws,31/12/2018 07:00,19.6,1,19.2,1,-,-,19.4,81,1,H
Wellington, Greta Point Cws,31/12/2018 08:00,19.3,1,18.7,1,-,-,19.0,81,1,H
Wellington, Greta Point Cws,31/12/2018 09:00,18.8,1,18.2,1,-,-,18.5,83,1,H
Wellington, Greta Point Cws,31/12/2018 10:00,18.4,1,18.2,1,-,-,18.3,85,1,H
Wellington, Greta Point Cws,31/12/2018 11:00,18.3,1,18.0,1,-,-,18.1,85,1,H
Wellington, Greta Point Cws,31/12/2018 12:00,18.1,1,17.8,1,-,-,18.0,85,1,H
Wellington, Greta Point Cws,31/12/2018 13:00,18.0,1,17.7,1,-,-,17.8,87,1,H
Wellington, Greta Point Cws,31/12/2018 14:00,18.0,1,17.7,1,-,-,17.8,85,1,H
Wellington, Greta Point Cws,31/12/2018 15:00,17.7,1,17.3,1,-,-,17.5,85,1,H
Wellington, Greta Point Cws,31/12/2018 16:00,17.7,1,17.3,1,-,-,17.5,85,1,H
Wellington, Greta Point Cws,31/12/2018 17:00,17.7,1,17.2,1,-,-,17.4,85,1,H
Wellington, Greta Point Cws,31/12/2018 18:00,17.6,1,17.2,1,-,-,17.3,85,1,H
Wellington, Greta Point Cws,31/12/2018 19:00,18.5,1,17.5,1,-,-,18.0,84,1,H
Wellington, Greta Point Cws,31/12/2018 20:00,19.1,1,18.5,1,-,-,18.8,80,1,H
Wellington, Greta Point Cws,31/12/2018 21:00,21.8,1,18.8,1,-,-,19.7,77,1,H
Wellington, Greta Point Cws,31/12/2018 22:00,23.4,1,21.2,1,-,-,22.2,69,1,H
Wellington, Greta Point Cws,31/12/2018 23:00,23.7,1,21.8,1,-,-,22.8,66,1,H
Wellington, Greta Point Cws,01/01/2019 00:00,25.0,1,22.6,1,-,-,23.7,61,1,H
Wellington, Greta Point Cws,01/01/2019 01:00,26.4,1,24.2,1,-,-,25.1,58,1,H
Wellington, Greta Point Cws,01/01/2019 02:00,26.6,1,25.6,1,-,-,25.9,55,1,H
Wellington, Greta Point Cws,01/01/2019 03:00,25.8,1,25.1,1,-,-,25.4,55,1,H
Wellington, Greta Point Cws,01/01/2019 04:00,25.4,1,23.9,1,-,-,24.8,56,1,H
Wellington, Greta Point Cws,01/01/2019 05:00,23.9,1,22.9,1,-,-,23.2,61,1,H
Wellington, Greta Point Cws,01/01/2019 06:00,23.2,1,21.3,1,-,-,22.6,64,1,H
Wellington, Greta Point Cws,01/01/2019 07:00,21.3,1,19.1,1,-,-,20.0,75,1,H
Wellington, Greta Point Cws,01/01/2019 08:00,19.2,1,19.0,1,-,-,19.1,80,1,H
Wellington, Greta Point Cws,01/01/2019 09:00,19.1,1,19.0,1,-,-,19.0,81,1,H
Wellington, Greta Point Cws,01/01/2019 10:00,19.1,1,18.9,1,-,-,19.0,82,1,H
